Type,Name,Age,Breed,Gender,Color,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
1,1,24,1,1,2,1,1,1,1,1,1,1,350,0,3.0,1
1,0,1,1,3,3,3,2,2,2,2,1,6,0,7,21.0,2
2,1,10,1,2,3,2,1,1,1,1,1,1,50,0,1.0,3
2,1,22,2,1,2,3,2,1,1,1,1,1,50,0,2.0,4
2,1,26,1,3,3,1,1,2,2,1,1,4,0,0,12.0,4
1,1,2,1,1,1,2,1,2,1,2,1,1,0,0,2.0,4
1,1,3,1,1,2,2,1,2,1,2,1,1,0,0,1.0,2
2,1,1,1,2,2,2,1,2,2,2,1,1,0,0,1.0,4
2,1,1,1,3,3,2,1,2,2,2,1,5,0,0,3.0,4
2,1,18,2,2,3,2,1,2,1,1,1,1,0,0,3.0,3
2,1,12,1,1,1,2,1,1,1,1,1,1,0,0,5.0,3
2,0,1,1,2,2,1,1,2,2,2,1,1,0,0,1.0,1
2,1,1,2,2,3,2,1,2,1,2,1,1,0,0,3.0,2
1,1,5,2,2,2,2,2,2,2,2,1,1,0,0,13.0,3
1,1,12,2,1,2,2,2,1,1,2,1,1,0,0,0.0,3
1,1,12,2,2,2,2,1,3,3,1,1,1,0,0,3.0,2
2,1,7,2,1,2,2,3,2,1,2,1,1,350,1,5.0,1
2,1,25,2,1,1,2,2,1,1,1,1,1,100,0,5.0,4
2,1,1,1,3,3,2,1,2,1,2,1,5,0,0,11.0,2
1,0,1,1,3,3,2,2,2,2,2,1,3,0,0,4.0,2
1,0,3,1,2,1,2,1,1,1,2,1,1,0,0,7.0,4
1,1,3,1,2,2,3,2,2,2,2,1,1,0,0,1.0,2
1,1,24,1,1,2,3,1,1,1,1,1,1,300,0,1.0,1
2,1,12,1,1,3,3,2,2,1,2,1,1,0,0,8.0,2
1,1,84,2,1,2,1,2,3,1,2,1,1,0,0,5.0,4
2,1,2,1,1,2,1,1,1,1,2,1,1,65,0,15.0,2
1,1,2,2,1,1,2,1,2,1,2,1,1,0,0,12.0,1
1,1,8,1,2,2,2,1,1,1,1,1,1,0,0,3.0,2
2,1,5,1,1,3,2,1,3,3,2,1,1,250,0,5.0,4
2,1,3,1,2,3,2,1,1,1,2,1,2,1,0,5.0,3
2,1,4,1,2,3,2,1,2,2,2,1,3,0,0,2.0,2
1,1,2,2,1,2,2,1,2,1,2,2,1,0,0,11.0,1
2,1,10,2,2,1,2,2,3,3,3,1,1,0,0,5.0,4
2,1,48,2,1,1,3,3,1,1,1,1,1,300,0,3.0,2
1,1,2,2,3,3,2,2,1,1,2,1,4,0,3,13.0,3
1,1,48,2,2,2,1,2,1,1,1,1,1,200,0,8.0,4
1,1,2,2,2,2,2,2,2,1,2,1,1,0,0,4.0,3
2,1,24,1,1,3,3,1,1,1,2,1,1,0,0,2.0,1
1,1,4,1,2,3,1,3,1,1,2,1,1,400,0,3.0,1
1,1,2,1,1,2,2,1,2,1,2,1,1,0,0,1.0,2
2,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2.0,2
2,1,4,2,3,1,2,1,2,2,2,1,4,0,0,3.0,4
1,1,2,1,2,2,2,1,3,3,2,1,1,0,0,3.0,3
2,1,2,1,1,2,2,1,2,2,2,1,1,0,0,5.0,1
1,1,60,1,2,2,1,2,3,3,1,1,1,250,0,3.0,1
1,1,36,1,1,2,3,1,1,1,1,1,1,0,0,2.0,2
1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,3.0,4
1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,2.0,1
2,1,4,1,2,3,2,1,2,1,2,1,1,0,0,2.0,3
2,1,3,1,2,3,2,3,3,3,3,1,3,0,0,6.0,3
2,1,1,1,3,3,2,1,2,2,2,1,7,0,0,3.0,2
1,0,1,2,1,2,2,2,2,2,2,1,1,0,0,1.0,3
1,1,24,2,2,1,2,1,1,1,1,1,1,0,0,4.0,3
2,1,6,1,2,2,1,1,1,1,1,1,1,0,0,2.0,4
2,1,3,1,1,3,2,2,2,1,3,1,1,0,0,6.0,4
2,1,2,2,3,2,1,1,2,2,3,1,2,0,0,4.0,2
2,1,6,1,2,2,1,1,3,3,3,1,1,0,0,3.0,2
1,1,4,1,2,1,2,1,1,1,2,1,1,0,0,7.0,4
1,1,3,1,1,2,3,2,3,3,2,1,1,0,0,3.0,3
1,1,2,1,2,1,2,2,1,1,2,1,1,0,0,5.0,4
1,1,14,2,1,3,2,2,1,1,1,1,1,0,0,4.0,0
2,1,7,1,1,2,2,1,1,1,1,1,1,50,0,2.0,2
1,1,1,2,2,2,2,2,1,1,2,1,1,0,0,19.0,3
1,1,24,1,1,2,2,1,3,3,1,1,1,0,0,2.0,3
1,1,2,1,2,2,2,1,2,1,3,2,1,0,0,3.0,2
1,1,38,1,1,2,2,2,1,1,2,1,1,80,0,2.0,2
1,1,5,1,2,2,2,2,2,1,2,1,1,0,0,5.0,4
1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,9.0,2
2,1,2,1,2,3,2,1,2,1,2,1,1,0,0,3.0,3
1,1,2,1,1,2,2,2,2,1,2,1,1,50,0,3.0,3
2,1,1,1,1,2,1,2,2,1,2,1,1,0,0,9.0,3
2,1,2,2,3,3,2,1,2,2,2,1,2,0,0,1.0,2
1,1,8,2,2,2,2,1,1,1,1,1,1,0,0,6.0,3
1,1,1,1,2,3,2,1,2,2,2,1,1,0,0,5.0,3
1,1,1,1,3,2,2,2,2,2,2,1,4,0,0,5.0,3
1,1,1,1,3,3,2,2,2,2,2,1,7,0,0,16.0,1
1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,3.0,2
2,1,8,2,2,2,2,1,1,1,2,1,1,0,0,5.0,3
1,1,2,1,1,1,2,1,2,2,2,1,1,0,0,1.0,2
2,1,3,1,1,2,2,1,1,1,2,1,1,0,0,2.0,1
2,1,1,1,2,2,2,2,2,2,2,1,1,0,0,0.0,2
1,0,2,1,2,2,2,2,1,1,2,1,1,0,0,1.0,1
2,1,8,1,2,1,1,2,2,1,1,1,1,100,0,2.0,1
2,1,3,2,2,3,2,2,2,1,2,1,2,0,0,6.0,1
1,1,2,1,2,1,2,2,1,1,2,1,1,0,0,1.0,3
2,1,1,2,3,3,2,1,2,2,2,1,5,0,0,6.0,2
2,1,2,1,2,3,2,2,2,2,2,1,1,0,0,2.0,2
1,1,7,1,3,2,2,1,2,1,1,1,2,0,0,2.0,4
1,1,1,1,2,2,2,1,2,1,2,1,1,0,0,7.0,2
2,1,2,1,3,3,1,2,2,2,2,1,3,0,0,0.0,4
1,1,18,1,2,2,3,1,1,1,1,1,1,0,0,0.0,1
1,1,6,1,2,2,2,2,1,1,2,1,1,0,0,1.0,2
1,1,5,1,2,2,2,1,2,2,2,1,1,0,0,1.0,1
2,1,1,1,2,2,1,1,2,2,2,1,1,0,0,3.0,1
1,1,2,1,2,2,2,1,1,1,2,1,1,0,3,2.0,2
1,1,2,1,2,3,2,1,2,1,2,1,5,0,0,1.0,4
2,1,31,1,2,3,3,1,1,1,1,1,1,0,0,5.0,4
2,1,3,1,2,3,2,2,2,2,2,1,1,0,0,1.0,3
1,1,2,1,1,2,1,1,2,1,2,1,1,0,0,1.0,2
2,1,3,1,2,3,2,2,2,2,2,1,1,50,0,0.0,3
2,1,12,2,3,2,2,1,1,1,1,1,7,0,0,5.0,2
1,1,48,1,2,2,2,1,1,1,1,1,1,0,0,3.0,4
2,1,14,1,2,3,1,1,1,1,1,1,1,0,0,1.0,1
1,1,3,1,2,2,2,1,1,1,2,1,1,0,1,2.0,2
1,1,4,1,1,1,2,1,1,1,2,1,1,155,0,1.0,4
2,1,5,1,2,2,2,1,2,1,2,1,1,0,0,4.0,1
2,1,4,1,2,2,2,2,2,2,2,1,1,100,0,2.0,2
1,1,1,1,2,2,2,2,2,2,2,1,1,20,0,1.0,2
2,1,4,1,2,3,2,1,1,1,2,1,1,0,2,9.0,2
2,1,2,1,1,3,1,2,1,1,2,1,1,0,0,4.0,2
2,1,2,1,3,3,2,2,2,2,2,1,3,1,0,2.0,3
1,1,3,1,2,2,2,2,1,1,2,1,1,0,0,5.0,3
1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,2.0,1
2,0,12,1,1,1,2,2,1,1,1,1,2,100,0,3.0,4
2,0,2,2,3,3,1,1,2,2,2,1,2,0,0,3.0,3
2,1,0,1,1,2,1,2,2,2,2,1,1,0,0,4.0,0
1,1,48,2,2,2,2,2,1,1,1,1,1,0,0,2.0,0
1,1,2,2,1,2,2,1,2,1,2,1,1,0,0,2.0,2
2,1,2,1,1,1,2,2,2,2,2,1,1,0,0,4.0,1
1,1,3,1,2,2,1,1,1,1,2,2,1,0,0,2.0,1
1,1,2,1,2,1,2,1,2,2,2,1,1,0,0,1.0,2
2,1,36,1,2,3,2,1,1,1,1,1,1,0,0,5.0,2
1,1,7,2,1,3,2,1,1,1,3,1,1,0,0,0.0,4
2,1,3,2,2,3,2,1,2,1,2,1,1,50,0,2.0,4
1,0,60,1,1,2,2,2,3,3,3,1,1,0,0,2.0,2
2,0,1,1,3,3,1,1,2,2,3,1,5,0,0,1.0,4
2,1,2,1,3,3,2,2,2,2,2,1,3,0,0,3.0,1
1,1,60,2,1,2,1,2,1,1,2,1,1,0,0,4.0,1
2,1,4,2,1,2,1,1,2,1,2,1,1,0,0,4.0,2
2,1,2,1,2,2,2,1,2,2,2,1,1,0,0,2.0,4
1,1,12,1,1,2,2,2,3,3,3,1,1,0,2,5.0,1
1,1,2,1,1,3,2,1,1,1,2,1,1,0,0,1.0,4
2,1,4,1,3,3,2,1,2,2,2,1,3,0,0,6.0,1
1,1,1,2,2,2,2,2,2,1,2,1,1,0,0,1.0,2
2,1,3,1,2,2,1,1,2,2,2,1,1,0,0,0.0,4
1,1,24,1,1,1,2,2,1,1,1,1,1,0,0,3.0,2
2,0,12,1,2,1,1,1,3,3,3,1,1,0,0,1.0,2
1,1,48,2,1,2,2,2,1,3,3,1,1,0,0,2.0,2
2,1,3,1,2,1,2,1,2,1,2,1,1,0,0,4.0,2
1,1,2,1,2,2,2,1,2,2,2,1,1,20,0,1.0,3
2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,1.0,2
1,1,12,2,2,2,2,2,1,1,1,1,1,0,0,2.0,2
1,1,1,1,1,2,2,1,2,2,2,1,1,0,0,1.0,2
2,1,3,1,2,2,2,1,2,2,2,1,1,0,0,3.0,2
2,1,8,1,1,3,2,1,3,2,2,1,1,0,0,3.0,4
2,1,3,1,2,3,1,2,2,1,2,1,1,0,0,2.0,3
2,1,5,2,1,2,2,2,3,3,3,2,1,0,0,2.0,2
1,1,38,1,2,1,1,2,1,1,1,1,1,80,0,5.0,4
2,1,2,1,1,3,1,1,2,2,2,1,1,0,0,11.0,1
1,1,12,2,1,1,2,1,2,1,1,1,1,30,0,1.0,4
1,0,1,1,1,2,2,1,2,2,2,1,2,0,0,2.0,3
1,1,1,2,2,1,2,2,1,1,2,1,1,0,0,2.0,2
1,1,2,2,2,1,2,1,1,1,1,1,1,0,0,7.0,3
2,1,14,2,3,3,1,2,2,2,2,1,3,0,0,3.0,4
1,0,2,1,1,3,2,1,2,1,2,1,1,0,0,3.0,1
2,1,4,2,2,3,1,1,2,2,2,1,1,0,0,2.0,4
1,1,3,1,2,2,2,1,2,2,2,1,1,0,1,13.0,2
1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,7.0,2
1,1,1,1,2,1,1,1,2,2,2,1,2,0,0,1.0,4
1,1,3,1,1,1,2,1,1,1,2,1,1,0,0,1.0,2
1,1,2,1,1,2,2,2,1,1,2,1,1,60,0,3.0,1
2,1,9,2,1,2,3,3,2,2,2,1,1,150,0,4.0,4
2,1,6,2,1,2,2,2,2,1,2,1,1,0,0,1.0,1
2,1,2,1,2,2,1,1,1,1,2,1,1,0,0,25.0,3
1,1,60,1,1,2,2,1,1,1,1,1,1,0,0,3.0,3
2,1,1,2,2,1,2,1,2,2,2,1,1,0,0,1.0,1
2,1,1,1,2,2,1,1,2,2,2,1,1,0,1,3.0,1
2,1,6,1,2,3,1,1,3,3,3,1,1,50,0,24.0,4
1,1,2,1,2,2,2,2,2,2,2,1,2,0,0,3.0,4
1,1,5,1,3,3,2,1,2,2,2,1,2,0,0,0.0,3
1,1,1,2,2,3,2,1,2,2,2,1,2,0,0,2.0,1
2,1,4,1,1,2,2,2,2,2,2,1,1,0,0,5.0,3
1,1,2,2,2,2,2,1,1,1,2,1,1,0,0,3.0,3
1,0,2,2,2,2,2,1,1,1,3,1,1,50,0,3.0,1
1,1,36,1,2,1,3,2,1,1,2,1,1,0,0,1.0,2
1,1,4,2,2,2,3,1,1,1,2,1,1,50,0,2.0,1
1,1,4,2,2,2,2,1,2,2,2,1,1,0,0,3.0,2
1,1,4,1,2,2,2,1,3,3,3,1,1,100,0,1.0,4
2,1,1,1,3,2,1,2,2,3,3,1,5,0,0,1.0,4
1,1,4,2,1,1,2,1,1,1,2,1,1,0,0,4.0,1
1,1,1,2,1,2,2,2,2,1,2,1,2,0,0,4.0,2
2,1,2,1,3,2,1,2,2,1,2,1,5,0,0,6.0,4
2,1,2,1,2,2,1,1,2,2,2,1,1,0,0,4.0,1
2,1,2,1,1,2,2,1,1,1,2,1,1,0,0,1.0,1
2,1,4,2,1,2,1,2,2,1,2,1,1,50,0,3.0,4
2,1,3,1,2,2,1,1,1,1,2,1,1,10,0,14.0,3
1,1,6,1,2,2,1,1,1,1,2,1,1,500,0,3.0,1
1,1,42,1,2,2,2,3,1,1,1,1,1,0,0,2.0,4
2,1,3,1,1,2,1,1,1,1,1,1,1,0,0,1.0,3
2,1,11,1,1,3,2,2,2,1,2,1,1,0,0,2.0,1
2,1,48,1,2,3,2,2,3,1,1,1,6,0,0,4.0,1
2,1,3,1,1,2,2,3,1,1,2,1,1,0,0,4.0,2
2,1,2,1,1,2,1,1,1,1,3,1,1,0,0,1.0,3
1,1,24,2,2,2,2,2,1,1,1,1,1,0,0,1.0,3
2,1,4,1,1,2,1,2,3,1,2,2,1,0,0,9.0,2
1,1,2,1,1,3,2,1,1,1,2,1,1,0,0,4.0,3
2,1,3,1,2,2,2,2,2,2,2,1,1,0,1,4.0,2
1,1,6,1,2,2,2,2,1,1,2,1,1,0,0,14.0,3
2,1,5,2,2,1,2,1,1,1,1,1,1,0,0,1.0,2
1,1,15,1,2,1,2,1,2,1,2,1,1,0,0,4.0,2
1,0,4,1,1,1,2,1,3,3,3,1,1,0,0,3.0,4
1,1,2,1,1,1,2,2,1,1,3,1,1,0,0,1.0,2
2,1,2,2,1,1,1,3,2,1,2,1,1,0,0,3.0,3
2,1,2,2,3,3,1,1,2,1,2,1,4,0,0,4.0,0
1,1,12,1,2,2,2,1,1,1,2,1,1,250,0,3.0,1
2,1,2,2,1,2,3,2,1,2,2,1,1,100,0,3.0,2
2,1,12,2,3,3,1,1,2,2,2,1,3,0,0,14.0,2
1,1,2,1,3,3,2,1,2,1,2,1,3,0,0,6.0,2
2,1,4,2,2,3,2,1,2,2,2,1,1,0,1,2.0,1
1,1,8,2,1,3,2,1,1,1,1,1,1,0,0,3.0,4
2,1,6,1,2,3,2,2,2,3,3,1,2,0,0,5.0,4
2,1,5,1,1,2,2,2,1,1,2,1,1,100,0,4.0,1
2,1,3,1,3,3,1,1,2,2,2,1,2,0,0,4.0,3
2,1,2,2,1,2,1,2,2,1,3,1,1,0,0,2.0,0
1,1,24,1,1,3,2,2,2,1,2,1,1,100,0,2.0,4
2,1,12,2,2,1,2,1,2,1,1,1,1,0,0,2.0,3
2,1,14,1,2,2,2,1,1,1,1,1,1,0,0,7.0,2
2,1,27,1,1,3,2,3,1,1,1,1,1,0,0,2.0,4
1,1,13,1,1,2,4,1,1,1,2,1,1,100,0,1.0,2
2,1,1,1,1,2,2,2,2,1,2,1,1,0,0,4.0,4
1,1,24,1,2,2,2,2,1,1,1,1,1,1,0,5.0,4
2,1,1,1,3,3,2,2,2,2,2,1,3,0,0,5.0,2
1,1,1,1,3,1,2,1,2,2,2,1,7,0,0,2.0,4
2,1,2,1,1,2,2,1,2,2,2,1,1,0,0,4.0,1
1,1,2,2,2,2,3,1,2,1,2,1,1,50,0,2.0,4
1,1,2,1,1,1,2,1,2,2,2,1,1,20,0,1.0,3
2,1,0,1,3,3,1,1,3,3,3,1,4,0,0,4.0,3
1,1,24,1,2,2,2,1,1,1,1,1,1,0,0,1.0,4
2,1,2,1,2,2,2,1,2,2,2,1,2,0,0,4.0,1
2,0,24,1,2,2,1,1,3,3,3,1,1,0,0,2.0,2
2,1,2,1,2,2,2,1,2,2,2,1,1,0,0,2.0,2
2,1,4,2,2,3,3,3,2,1,2,1,2,200,0,9.0,3
1,1,1,1,3,3,2,1,1,1,1,1,3,0,0,4.0,2
2,0,2,1,2,3,1,1,2,2,2,1,1,1,0,1.0,4
1,1,84,2,1,3,2,2,1,1,1,1,1,10,0,2.0,2
1,1,3,1,3,3,2,1,1,1,1,1,4,0,0,3.0,3
2,1,4,1,3,1,2,1,2,2,2,1,2,0,0,3.0,4
2,1,2,1,1,2,2,1,2,1,2,1,1,50,1,6.0,1
1,1,2,1,2,3,2,1,3,3,2,1,1,0,0,1.0,2
1,1,6,1,2,2,2,2,3,1,2,1,1,0,0,1.0,4
2,1,2,1,2,2,2,1,1,1,2,1,1,0,1,10.0,3
1,1,36,1,1,1,1,3,1,1,2,1,1,300,0,2.0,1
1,1,3,2,2,3,2,2,2,1,1,1,1,150,0,3.0,0
1,1,3,1,1,2,2,2,1,1,2,1,1,0,0,5.0,1
2,1,1,1,1,2,2,1,2,2,2,1,1,15,0,6.0,1
1,1,24,1,2,1,2,1,2,1,2,1,1,1,0,2.0,4
1,1,12,1,3,1,2,2,3,3,3,1,2,0,0,3.0,4
2,1,2,2,1,2,2,2,3,1,2,1,1,0,0,5.0,1
1,0,3,2,1,1,3,1,3,3,2,1,1,0,1,5.0,0
2,1,2,1,1,2,2,1,2,1,2,1,1,0,0,2.0,3
2,1,36,1,2,3,2,3,1,1,3,1,1,300,0,2.0,4
2,1,12,1,2,3,1,1,2,1,1,1,1,0,0,6.0,3
2,1,29,2,2,3,2,3,3,3,3,1,1,0,0,2.0,2
2,1,29,1,2,1,2,1,1,1,1,1,1,0,0,2.0,2
1,1,6,1,2,2,2,1,3,3,3,2,1,0,0,1.0,1
2,1,24,2,3,3,2,1,2,1,2,1,2,0,0,7.0,1
2,0,4,1,3,2,2,1,2,1,2,1,3,0,0,1.0,3
2,0,3,1,3,1,2,1,2,2,2,1,2,0,0,5.0,2
1,1,6,1,1,2,2,1,1,1,2,1,1,0,1,8.0,4
1,1,17,1,1,3,2,3,1,1,2,2,1,350,0,14.0,3
1,1,2,2,1,1,2,1,1,3,2,1,1,0,0,6.0,3
1,1,24,2,1,2,2,1,1,1,2,1,1,0,0,3.0,2
1,1,2,1,2,3,2,1,2,2,2,1,1,0,0,4.0,2
2,0,0,1,3,3,1,2,3,3,3,1,5,0,0,3.0,2
1,1,24,1,2,1,1,1,1,1,1,2,1,0,0,4.0,4
1,1,1,1,2,1,2,1,2,1,2,2,1,0,0,7.0,3
2,1,3,2,3,3,1,2,2,2,2,1,4,30,0,5.0,1
1,0,2,1,2,1,2,1,2,1,2,1,1,0,0,4.0,2
1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,1.0,3
1,1,5,1,2,1,2,1,1,1,2,1,1,0,0,1.0,4
1,1,2,1,3,3,2,1,2,2,2,1,4,0,0,8.0,2
2,1,13,2,1,1,3,1,3,3,2,1,1,0,0,3.0,4
2,1,2,1,2,3,2,1,2,2,2,1,1,0,0,4.0,2
1,1,1,1,2,1,2,3,2,2,2,1,1,0,0,4.0,1
1,1,2,2,2,1,2,2,1,1,2,1,1,0,0,1.0,1
2,1,2,1,2,2,1,2,2,2,2,1,2,0,0,4.0,3
2,1,1,1,1,1,1,1,2,2,2,1,1,0,0,6.0,1
1,1,7,2,2,2,2,2,1,1,2,1,1,100,0,2.0,1
1,1,3,1,3,3,2,1,2,2,2,1,4,0,0,2.0,4
1,1,1,2,3,3,2,2,2,2,2,1,4,250,0,3.0,2
1,0,3,1,3,1,2,1,2,2,2,1,4,0,0,5.0,4
2,1,6,1,1,1,1,1,2,1,1,1,1,0,1,0.0,4
2,1,9,1,1,2,2,1,1,1,1,1,1,0,0,3.0,3
1,1,36,1,1,2,3,1,3,3,2,1,1,0,0,2.0,2
2,1,3,1,1,2,2,1,3,3,3,1,1,0,0,8.0,1
2,1,1,1,1,3,1,1,2,2,2,1,1,0,0,3.0,2
2,1,1,1,2,2,1,2,3,3,2,1,1,20,0,6.0,2
2,1,6,2,1,2,2,2,1,1,2,1,1,0,0,3.0,2
1,1,8,1,2,1,2,2,1,3,1,1,1,0,0,3.0,4
2,1,8,2,1,3,3,1,2,1,2,1,1,50,0,5.0,2
1,1,1,1,2,3,1,1,2,1,2,1,1,0,0,2.0,2
1,1,1,2,2,2,2,2,2,1,2,1,1,0,0,1.0,3
1,0,6,1,2,1,1,1,2,2,2,1,1,0,1,2.0,3
2,1,48,1,1,2,2,1,2,3,3,1,1,0,0,5.0,4
1,1,1,1,2,3,2,2,2,2,3,1,4,0,0,5.0,4
2,1,2,1,1,2,2,2,2,2,2,2,1,0,0,1.0,3
2,1,12,2,2,2,2,3,1,1,1,1,1,0,0,5.0,2
2,1,4,1,2,3,1,1,1,1,2,1,1,0,0,4.0,2
1,1,84,2,2,1,2,2,1,1,2,1,1,0,0,1.0,3
2,1,6,1,2,2,1,1,1,1,1,1,1,0,0,4.0,3
1,1,3,1,1,1,1,2,1,1,2,1,1,500,0,8.0,2
2,1,2,1,1,2,3,1,2,2,2,1,4,0,0,3.0,2
2,1,1,1,1,3,2,1,2,2,2,1,1,0,1,3.0,1
1,1,1,1,2,2,2,1,1,1,2,1,1,0,0,1.0,3
1,1,8,1,2,1,2,1,1,1,1,1,1,0,0,4.0,4
1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,1.0,1
2,1,5,1,1,2,2,2,1,1,1,1,1,100,3,11.0,2
1,1,4,2,1,2,3,2,3,3,3,1,1,0,0,2.0,1
2,1,2,2,2,3,2,2,2,2,2,1,1,0,0,3.0,2
2,1,84,1,2,1,2,1,1,1,1,1,1,0,2,5.0,0
1,1,12,1,1,1,2,1,1,1,1,1,1,0,0,2.0,3
1,1,3,1,2,2,2,1,1,1,2,1,1,0,0,1.0,2
1,1,48,1,2,2,3,3,3,3,2,2,1,0,0,3.0,1
2,1,4,1,1,3,1,3,1,1,2,1,1,250,0,4.0,3
2,1,6,2,2,2,2,1,1,1,2,1,1,0,0,7.0,4
2,1,12,2,1,3,3,3,1,1,1,1,1,0,0,2.0,3
2,1,18,1,3,3,2,2,2,2,2,2,3,0,0,4.0,3
1,1,7,1,2,1,1,1,2,2,2,1,1,0,0,1.0,4
2,1,4,1,2,2,2,1,1,1,3,1,1,0,0,2.0,3
1,1,60,2,1,2,1,2,1,1,1,1,1,100,0,11.0,3
1,1,9,1,2,1,2,1,1,1,1,1,1,0,0,9.0,4
1,1,4,1,2,2,2,1,1,1,2,1,1,0,0,1.0,1
2,1,12,2,2,2,2,1,1,1,2,1,1,180,0,2.0,4
2,1,2,2,2,3,2,2,2,2,2,1,1,50,0,4.0,1
2,1,4,1,1,2,1,1,2,1,2,1,1,0,0,7.0,1
2,1,3,2,3,3,1,2,2,2,2,1,6,0,0,5.0,2
2,1,5,2,2,3,2,2,1,1,1,1,1,0,0,2.0,2
2,1,24,1,1,2,2,1,1,1,2,1,2,0,0,1.0,2
2,0,2,1,2,3,1,1,2,2,2,1,3,0,0,1.0,3
2,1,12,1,1,2,2,1,1,1,1,1,1,0,0,2.0,3
1,0,12,1,2,3,1,1,3,3,3,2,1,0,0,2.0,4
1,1,24,2,1,3,2,2,3,3,3,1,2,0,0,4.0,4
2,1,3,2,1,2,2,2,2,1,2,1,2,0,0,1.0,4
2,1,6,1,1,2,2,1,1,1,1,1,1,0,0,6.0,2
2,1,3,1,1,2,1,1,2,1,2,1,1,0,0,5.0,3
1,1,12,2,1,2,2,1,1,1,1,1,1,0,0,4.0,3
2,1,24,1,2,3,2,1,1,1,1,1,8,0,0,9.0,4
1,1,17,2,2,2,2,2,1,1,3,1,1,100,0,1.0,4
2,1,1,1,1,2,1,1,2,2,2,1,1,0,0,4.0,1
2,1,5,1,1,2,2,2,1,1,2,1,1,0,0,4.0,3
1,1,8,2,2,2,2,3,1,1,1,1,1,0,0,7.0,2
2,0,3,1,3,3,2,2,3,3,3,1,4,0,0,4.0,3
1,1,6,1,1,2,2,1,1,1,2,1,1,0,0,3.0,4
2,0,2,1,2,3,2,1,2,2,2,1,1,0,0,4.0,2
1,1,108,1,1,1,3,2,1,1,3,1,1,0,0,1.0,1
1,1,48,1,1,2,3,3,3,3,3,2,1,100,0,1.0,1
1,1,60,1,2,1,2,3,1,1,2,2,1,0,0,4.0,3
2,1,12,1,1,1,2,2,2,2,1,1,1,0,0,3.0,4
1,1,1,1,2,2,2,1,3,3,2,1,1,0,0,4.0,2
2,1,1,1,2,3,1,1,2,2,2,1,1,0,0,1.0,4
1,1,72,1,2,3,2,1,1,1,1,1,1,0,0,4.0,4
2,1,6,2,1,2,2,1,1,1,1,1,1,0,0,2.0,4
2,1,1,1,3,3,1,1,2,2,2,1,3,0,0,7.0,1
2,1,2,2,2,1,1,1,2,1,2,1,1,0,0,5.0,3
1,1,5,1,2,1,2,1,1,1,1,1,1,0,0,2.0,4
1,1,7,1,2,1,2,2,1,1,1,1,1,0,0,2.0,4
1,1,1,1,1,2,2,2,2,2,2,1,3,0,0,4.0,1
1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,2.0,4
1,1,6,1,2,1,2,1,2,1,2,1,1,0,0,6.0,3
1,1,2,1,1,1,2,2,2,2,2,1,1,0,0,5.0,2
1,1,84,1,2,2,2,2,1,1,1,1,1,0,0,2.0,4
1,1,4,1,1,3,2,1,1,1,2,1,1,600,0,1.0,3
1,1,2,2,3,2,2,1,2,1,1,1,5,0,0,5.0,2
2,0,4,1,1,3,1,1,3,3,3,1,1,0,0,3.0,4
2,1,12,2,1,1,2,1,1,2,3,1,1,0,0,0.0,4
1,1,2,2,1,1,2,1,3,3,2,1,1,0,0,3.0,3
2,1,2,1,1,3,2,1,2,2,2,1,5,0,0,3.0,3
2,1,1,1,2,3,3,1,2,2,2,1,2,0,0,3.0,2
1,1,3,1,2,3,2,1,3,3,2,1,1,0,0,7.0,2
2,1,5,1,1,2,1,1,1,1,1,1,1,0,0,5.0,3
1,1,24,2,1,3,3,1,2,2,2,1,3,0,1,5.0,3
2,1,3,2,1,1,1,2,3,3,3,1,1,0,0,5.0,2
1,1,1,1,2,2,2,1,1,1,2,1,1,0,0,5.0,3
1,1,2,2,1,2,2,2,1,1,2,1,1,0,0,1.0,1
2,1,2,1,1,1,1,2,3,3,3,1,2,0,0,1.0,2
2,1,2,1,1,3,2,1,2,1,2,1,1,0,0,5.0,0
1,1,2,1,2,1,2,2,2,1,2,1,1,0,0,2.0,4
1,1,3,2,2,2,2,2,2,2,2,1,1,0,0,1.0,4
2,1,26,2,2,2,2,2,2,1,2,1,1,0,0,2.0,3
2,1,18,2,2,1,2,1,1,1,1,1,1,0,0,2.0,4
2,1,3,2,2,2,1,2,2,2,2,1,1,0,0,12.0,2
1,1,1,1,1,3,2,2,2,2,2,1,1,0,0,1.0,2
1,1,1,1,1,2,2,1,2,1,2,1,1,0,0,5.0,1
1,1,3,1,2,1,2,1,2,2,2,1,1,0,0,1.0,3
2,1,2,1,1,3,2,1,2,1,2,1,2,0,0,3.0,3
2,1,12,1,2,1,2,1,1,1,1,1,1,0,0,5.0,4
